1 Time,1 Position,2 Position,3 Position,4 Position,5 Position,6 Position,7: Position,8 Position,9 Position,10 Position,11 Position,12 Position
2.65,0.0371000170707703,0.0409000217914581,0.0316000282764435,0.0561999976634979,0.0072999894618988,0.04339998960495,0.0291000008583069,0.0384999811649323,0.0173999965190887,-0.00630000233650208,0.0439999997615814,0.035999983549118
2.7,0.0239000022411346,0.0434000194072723,0.0153000056743622,0.0367999970912933,-0.0156000256538391,0.020799994468689,0.0190999805927277,0.0309000015258789,0.00560000538825989,-0.0216000080108643,0.0384999811649323,0.0214999914169312
2.75,0.0101000070571899,0.0406000018119812,-0.00309997797012329,0.0117999911308289,-0.0392000079154968,-0.00420001149177551,0.00759997963905335,0.0212000012397766,-0.00690001249313355,-0.0333000123500824,0.0269999802112579,0.00689998269081116
2.8,-0.00619998574256897,0.0323000252246857,-0.0190999805927277,-0.0149000287055969,-0.0534000098705292,-0.0281000137329102,-0.00519999861717224,0.0108000040054321,-0.0187000036239624,-0.0406000018119812,0.0124000012874603,-0.0115000009536743
2.85,-0.0221999883651733,0.0180000066757202,-0.0325999855995178,-0.0385000109672546,-0.0628000199794769,-0.0486000180244446,-0.0184000134468079,-0.00100001692771912,-0.0297999978065491,-0.0427000224590302,-0.0049000084400177,-0.0263999998569489
2.9,-0.0342999994754791,0.00240001082420349,-0.0405999720096588,-0.0559000074863434,-0.0638000071048737,-0.0617000162601471,-0.0295000076293945,-0.0125000178813934,-0.038100004196167,-0.0392000079154968,-0.0202000141143799,-0.0375000238418579
2.95,-0.0408999919891357,-0.0110999941825867,-0.0467999875545502,-0.0656000077724457,-0.0562000274658203,-0.0676000118255615,-0.038100004196167,-0.0236000120639801,-0.0444000065326691,-0.0309000015258789,-0.03370001912117,-0.0441000163555145
3,-0.04339998960495,-0.0259999930858612,-0.0429999828338623,-0.067300021648407,-0.0427000224590302,-0.0645000040531158,-0.0446999967098236,-0.0329000055789948,-0.0479000210762024,-0.0177000164985657,-0.0403000116348267,-0.04380002617836
3.05,-0.0415999889373779,-0.0394999980926514,-0.0370999872684479,-0.060699999332428,-0.0201000273227692,-0.0552000105381012,-0.0475000143051147,-0.039900004863739,-0.0468000173568726,-0.00249999761581421,-0.04380002617836,-0.0389000177383423
3.1,-0.0325999855995178,-0.0446999967098236,-0.0242999792098999,-0.0448000133037567,0.00209999084472656,-0.0361000001430512,-0.0479000210762024,-0.0444000065326691,-0.0439999997615814,0.0124000012874603,-0.0403000116348267,-0.0288000106811523
3.15,-0.0197999775409699,-0.0450999736785889,-0.00759997963905335,-0.0236000120639801,0.0263999998569489,-0.0139000117778778,-0.0434000194072723,-0.0458000004291534,-0.0385000109672546,0.0262999832630157,-0.03370001912117,-0.0136000216007233
3.2,-0.00549998879432678,-0.0394999980926514,0.0101000070571899,0.000299990177154541,0.0443999767303467,0.0134999752044678,-0.0374999940395355,-0.0439999997615814,-0.0297999978065491,0.0363999903202057,-0.0205000042915344,0.00339999794960022
3.25,0.0104000270366669,-0.0280999839305878,0.0271000266075134,0.0256999731063843,0.0589999854564667,0.0367999970912933,-0.0295000076293945,-0.0392000079154968,-0.020799994468689,0.0408999919891357,-0.00460001826286316,0.0189999938011169
3.3,0.0271000266075134,-0.0138999819755554,0.0385000109672546,0.0474999845027924,0.0648999810218811,0.0557999908924103,-0.0191000103950501,-0.0326000154018402,-0.00830000638961792,0.0404999852180481,0.0120999813079834,0.0325999855995178
3.35,0.0371000170707703,0.00240001082420349,0.0434000194072723,0.0637999773025513,0.0616999864578247,0.0658999979496002,-0.00760000944137573,-0.0225000083446503,0.00380000472068787,0.0352999866008759,0.0266999900341034,0.0429999828338623
